ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	23000.0	
1	23000.0	
2	23000.0	
3	23000.0	
4	23000.0	
5	23000.0	
6	23000.0	
7	23000.0	
8	23000.0	
9	23000.0	
10	23000.0	
11	23000.0	
12	23000.0	
13	23000.0	
14	23000.0	
15	23000.0	
16	23000.0	
17	23000.0	
18	23000.0	
19	23000.0	
20	23000.0	
21	23000.0	
22	23000.0	
23	23000.0	
24	23000.0	
25	23000.0	
26	23000.0	
27	23000.0	
28	23000.0	
29	23000.0	
30	23000.0	
31	23000.0	
32	23000.0	
33	23000.0	
34	23000.0	
35	23000.0	
36	23000.0	
37	23000.0	
38	23000.0	
39	23000.0	
40	23000.0	
41	23000.0	
42	23000.0	
43	23000.0	
44	23000.0	
45	23000.0	
46	23000.0	
47	23000.0	
48	23000.0	
49	23000.0	
50	23000.0	
