ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	45000.0	
1	45000.0	
2	45000.0	
3	45000.0	
4	45000.0	
5	45000.0	
6	45000.0	
7	45000.0	
8	45000.0	
9	45000.0	
10	45000.0	
11	45000.0	
12	45000.0	
13	45000.0	
14	45000.0	
15	45000.0	
16	45000.0	
17	45000.0	
18	45000.0	
19	45000.0	
20	45000.0	
21	45000.0	
22	45000.0	
23	45000.0	
24	45000.0	
25	45000.0	
26	45000.0	
27	45000.0	
28	45000.0	
29	45000.0	
30	45000.0	
31	45000.0	
32	45000.0	
33	45000.0	
34	45000.0	
35	45000.0	
36	45000.0	
37	45000.0	
38	45000.0	
39	45000.0	
40	45000.0	
41	45000.0	
42	45000.0	
43	45000.0	
44	45000.0	
45	45000.0	
46	45000.0	
47	45000.0	
48	45000.0	
49	45000.0	
50	45000.0	
51	45000.0	
52	45000.0	
53	45000.0	
54	45000.0	
55	45000.0	
56	45000.0	
57	45000.0	
58	45000.0	
59	45000.0	
60	45000.0	
61	45000.0	
62	45000.0	
63	45000.0	
64	45000.0	
65	45000.0	
66	45000.0	
67	45000.0	
68	45000.0	
69	45000.0	
70	45000.0	
71	45000.0	
72	45000.0	
73	45000.0	
74	45000.0	
75	45000.0	
76	45000.0	
77	45000.0	
78	45000.0	
79	45000.0	
80	45000.0	
81	45000.0	
82	45000.0	
83	45000.0	
