Long,Lat
-858.520924638704628,-742.150392290029345
-1418.145315794022281,-889.445758021528604
-1666.644750048313654,458.966664567419002
-1967.63982889365343,-285.876324047701246
-1125.158618757855947,-969.212797232772232
-1262.719751517852728,-863.196988117064507
-1620.31256613030564,-843.225367452742148
-1815.416861976403879,-54.958759273739133
-1265.606849693194363,-1039.270672398102988
-1983.05032709192642,-121.553026903592468
-1923.605011580295468,163.751079906204041
-1431.098309823109503,-1023.907315286447215
-2033.972511688556324,-453.503534929914736
-1838.815411575758162,286.824760536694157
-1188.960983123736014,335.190739409131083
-1916.462503297878357,-474.817086304541476
-1883.245728422446064,-329.479079070128023
-1807.605156495872507,-151.701491371306133
-1898.874959494284667,-419.592913836783964
-1877.600467840439023,-327.199078092432615
-862.864516269658225,291.937613039043299
-1874.351039465125041,-614.879522207708305
-1706.443691324857355,341.730175905982378
-874.208585067168997,-713.305416399206706
-881.260083948609008,222.008601077317735
-2037.020945568943716,-287.12488563192494
-1973.367107939509879,31.449716922870721
-1060.377714375687901,-817.419576273231996
-1220.17874477697319,492.664324375801698
-889.154261647853218,228.508586899966758
-2034.519705885752273,-301.698249291470347
-1295.704395768526865,-1071.864081772250529
-1072.33922883166565,-931.250308705862039
-922.233899097881931,-705.424208914372798
-1008.294205266799736,-690.543105375685172
-1195.140544690946399,-990.98611414035679
-1042.066856699279242,-902.095754256781333
-1839.356343769567275,-500.146537207440588
-1166.727166604026024,-779.612439971430831
-1571.572590873697209,-850.232717809016549
-1968.39113498005122,41.944275163091788
-1298.890475810711905,456.270025197769428
-1996.114177439701962,-574.922442421259348
-1920.74840301180916,-506.49229359989522
-2027.017230306534884,-201.109238427198648
-1937.184547972909513,-424.133480611747927
-1796.076572551715117,-92.485883107969471
-1799.858145514296666,342.245947298267765
-1749.34754649248498,-587.206484623850656
-1724.132433292644691,-961.312561103819917
-1499.563422117918435,532.231999313836695
-970.477810962499916,379.330716131740246
-1330.788188890285483,498.788467635766438
-1662.367470633925905,-729.714086639479547
-1720.295872686564053,-720.753796440281576
-1866.002322535950498,40.019387495510273
-945.909422442320874,411.272998740254025
-1680.323843051174435,-971.415141274642906
-1872.25115595142961,180.096856321303221
-1860.083105000516298,-22.841818525208055
-1129.956431932874239,455.864080121416237
-852.55729517408804,-680.114606121640236
-1947.354497450076906,39.289090320576406
-1027.690329131483395,-773.699901872540408
-912.846174828591074,265.063825278020886
-1587.068137904558171,382.614113807069543
-998.060598611007208,-614.708524405140224
-1499.10908582179718,525.161614341862787
-1986.200931352707357,-102.690074167006742
-1176.75675885479609,-912.701665308743372
-1834.070680823259636,-539.491907797398085
-1920.128362055889511,-470.099686048340914
-1912.228852583634762,-53.419342736675162
-1074.487399436472515,150.552663001956489
-1094.445489643681867,-657.116502282661486
-1068.972700457544988,-683.265200320396161
-1723.481390408259358,169.347121381917987
-1417.416492186074493,-945.649303571595055
-1599.07330759672368,326.014088892413838
-954.490576262208151,157.477387766328548
-1536.943231767028919,300.449431694168879
-1926.526045733091905,237.220911147588367
-859.853354514622879,-767.702377967676739
-1723.191540493341563,-833.911753396802169
-1657.030451999517254,222.733655620637819
-1706.165044495654456,-682.447326530877035
-1846.879547626371277,-563.256184221020362
-1057.774855778588289,226.451791924409008
-1037.924267869890627,299.50176434711625
-1036.350671548643504,322.200322867563045
-2002.931818658068778,-547.653554239656046
-1796.872019865067386,-359.955232819559228
-1800.699245678861189,-95.177666410394409
-1726.373261212211446,210.393912401369107
-1010.585999586357502,423.212369676899016
-1772.197862948981765,227.982413594989566
-1410.07868122106197,549.198631676716786
-1179.093792454467348,-910.811968113710918
-1861.515672465086482,-65.374851076707387
-1783.130115109879398,308.243313466203972
-1164.548187849694841,409.331542616589786
-1993.088694346024113,-221.348765729865363
-954.792542948273649,-912.382669925226082
-1939.433969117276774,-499.6850849589365
-1567.506125367541472,-938.840732474351171
-1006.105322762694414,318.238421642816547
-1899.603078592743941,-792.763239264224467
-1057.099812239761832,-975.696308402930526
-1854.631790030405227,180.145672384669751
-1922.085710480875377,126.409241831709778
-980.204929475774634,400.929470905586641
-2057.112880605419377,-222.558424510800933
-1944.679875175238521,-321.225453228642095
-1346.70691863253569,-1049.022919729305158
-1589.587588937316468,-970.0642202497786
-1890.972255406714567,331.662541400896998
-1460.129294732405469,367.869346035692161
-1507.208856594941835,-1070.300747554349527
-1030.960773558510255,-718.201901402546355
-1663.248834497851931,-656.020109183276986
-988.285086408275902,-588.105359071367275
-2030.947763721186448,-489.4602634312796
-1325.42369752275863,499.701598209601116
-1749.583590583346904,-934.677864031611534
-1586.436349908822422,-946.574494417592632
-1748.456702128763709,333.735072936482538
-1217.240935348283074,-812.563759384210698
-1144.603972344967588,434.747373691680878
-957.249890454698289,-739.585042883825963
-1152.952732581909004,-859.241355107239428
-1171.456304238432949,-943.364352560212637
-1446.768195581349801,319.378823287057685
-1499.949198115971512,551.431090936509008
-1622.155850642729092,385.119417041669976
-1032.922928038840837,-982.215915916526001
-1457.490818918346122,-1079.81955407150258
-1491.285139690112374,536.939286567836234
-1791.790081176443437,-51.218359782758171
-1816.833779641247929,171.429079608745269
-948.839403485561888,292.708603704628104
-1693.195221733070866,-847.698992669565428
-1841.408696928340078,-293.954377928743156
-1219.393678649405729,315.235541671434021
-1803.999847786059945,308.682266842666877
-1454.268633041618159,569.887792259429261
-1405.449868925388955,350.155220803487282
-1901.157918175583518,-607.409537839580139
-1913.035488755899905,290.896829741993315
-1791.119400582411345,-811.995494455548169
-1852.068170428921349,146.004431092922005
-1453.384626294930513,-834.332201041855569
-1281.238590249612344,-1067.790242769876386
-1958.974857415271799,-445.139622440614289
-1958.557645478125778,-14.558879878673224
-1907.600539514834509,-205.742954914831216
-1105.440410329561473,294.143744722463452
-1065.299093608558906,-974.432968774508595
-1385.432746122115077,510.843123294952875
-1342.989652266337998,-1041.446112733133759
-1139.534573796702716,-827.809624645109807
-1831.114933852368722,162.627190516742075
-1804.360931547805876,-126.559871712303334
-1298.57792250678699,314.783373559346728
-1719.644968591898305,498.468974919902621
-1110.121730097261889,-857.997261146700112
-937.787535460892286,264.681072631651205
-1318.839288187740294,309.60206438078626
-1822.887337206017492,-314.177503874815216
-1058.823070277744137,-823.401732669359717
-1813.428749961234416,-114.185876253223341
-1649.75037789408475,170.776885688034781
-1892.010924098775376,-149.377953377130325
-1057.545129394959986,-883.18825090159612
-1727.31792717382541,217.066333585208895
-1343.422938452484686,-951.691307255485526
-1070.450004765383255,-697.58398195301379
-1770.501324696335587,-108.156593982871527
-1948.791415310801995,-532.146681540429768
-2040.767630345849739,-201.147861227045837
-1381.870841562471924,-885.900231935555553
-1160.847437335467475,-774.882695943079284
-1923.426279616112652,-244.551378451996356
-1724.662903293915178,200.069741958246595
-1417.090884844388711,-836.965878521807213
-1968.822833232052744,-58.779707187174949
-970.740896615219526,-927.767058931336805
