Long,Lat
-1084.284978274776449,554.22236723126457
-1754.460836416389157,-252.644718771744579
-2071.220063764682436,-4.626776713623713
-1048.590239215485326,66.128143558487636
-1500.681905956531409,-360.651904341195859
-2036.960481270341234,-93.843186636433757
-2018.36206347469215,-595.688024361379348
-1119.585310162762198,476.138950669050928
-849.74981279088388,-643.872574994280058
-1932.717661551426318,-954.413568039327174
-843.213560694025546,450.43280108390104
-1535.127257988107431,-320.777309021131032
-1765.892060458131482,120.693766191190889
-1824.45367407024105,344.948913220636541
-1848.184536040882676,-156.596791476917701
-927.03982688251017,320.017515373619972
-887.828158979030604,249.723839692863066
-976.286964195482142,-108.391467709157268
-1845.850565747065502,-58.117007962218622
-1935.990588088717686,164.714949895278323
-988.908751289635802,336.132522094536625
-884.30866277770474,3.954344263333041
-903.280752402910593,-354.006511663727792
-1845.066532551664977,235.220025736153275
-1583.68686728968737,-163.396378088627216
-1909.870610467359484,-46.32501584670581
-1794.132888002029631,-197.107221097850925
-1686.57751308313982,-195.456605766141251
-1806.316074224856266,-570.8985572217357
-2007.403616235919344,259.905397883410615
-1020.986763211970128,122.720765033197495
-2020.348229749546817,-756.685028343642443
-974.111245951514547,-1029.377698790844306
-1938.811901321429104,-174.379616615056875
-1507.538767233659428,-290.958867622934235
-969.278944644233889,56.250023214411613
-1777.999733207948339,-705.485755464322665
-1140.537147977186578,-10.69488996125051
-1831.673733264153952,57.53159865471207
-1022.007683905806971,171.016453807042126
-984.294865750118106,584.346385842214204
-851.781981181140281,393.547967108512239
-1953.622436338902844,-1058.185878786778176
-1023.55030857357292,-818.868269793103082
-1845.831863015677754,144.987929859156566
-901.808852307710367,-692.140486801718225
-1292.341682604381504,-156.401214029801622
-1053.309407421880223,-16.796913844031224
-1872.973740431352553,226.198438147601337
-1153.527864402112755,138.151984929590981
-2005.015583627300202,374.359628656676477
-1975.111119419326997,-40.89082404639953
-1143.829560420816506,-225.342980406446259
-1077.473508589261655,-41.817024221758629
-1149.067124956016869,633.423448213995243
-1907.313116105375229,-116.616117763751959
-1037.224615152322713,-203.915700060444351
-1815.482960650884706,-721.714813953639691
-1804.852912100738877,-337.888303078378613
-1999.571904928745198,119.217551007065367
-1325.397417599027449,-220.859567342816035
-2017.35056594066873,-596.585350166876879
-1093.499484904819838,445.328858443667286
-1701.93899262183777,-155.681387192860029
-1954.236373823473286,222.810737432297174
-948.358385617584645,-206.583386743649726
-1494.103121062225227,-171.27833555761606
-1153.563884326186326,-990.835104397541727
-823.814144021779384,-581.257903064216634
-1838.691781274613732,-848.202783920552292
-946.524184809411963,34.665969094685806
-1925.619343082960995,-852.945284773931462
-1482.630455355361164,-385.861502337523461
-2054.1305915293824,517.681519057424794
-1074.333984714156031,-96.553009208447179
-1981.285025520995532,-715.68656484676535
-1911.138238564280527,-159.960560833991053
-1359.895847289542644,-401.031335507001359
-1027.026111508894473,-122.698412061274098
-1014.241155712010823,-172.33850511448486
-1996.49296517968105,374.296429899601662
-857.141294331997415,-703.808018827705382
-872.27771213400365,-323.232624584043833
-1127.373655803950214,202.987490144599633
-914.873001475559704,246.762262098540759
-1880.970462618441616,113.809919927637338
-1993.443009029959285,-255.116017678018579
-1090.93623007786482,-120.984335173943805
-1030.314787021285611,-729.5045554465446
-1613.047049126230604,-252.231742520622902
-1685.162607710783732,-305.545558162036286
-1775.218051192883195,-168.676541057582313
-1797.926294027524818,-1059.861594253589146
-838.764721378220202,59.529066385972328
-1087.773933962050933,451.488592878040436
-1565.691830910116551,-327.870078506207733
-2025.808132803889521,-837.209234627626756
-1520.422935500530912,-243.066459105453873
-2016.709113507988832,103.277270568044059
-1034.989176756956113,231.944578195446411
